"CompanyID","Active","CompanyName","CompanyTypeID","WorkTypeID","Address","Road","Village","District","Province","Zipcode","Telephone","Travel","lat","lon"
"166","1","บริษัท สบาย เทคโนโลยี จำกัด มหาชน",NULL,NULL,"อาคารตลาดหลักทรัพย์แห่งประเทศไทย 93 ","รัชดาภิเษก",,"ดินแดง","กรุงเทพมหานคร","10400","02 009 9000",NULL,NULL,NULL
"167","1","บริษัท เคมิท กรุ๊ป",NULL,NULL,"89 อาคารคอสโม ออฟฟิศ พาร์ค ชั้น 5 ยูนิต ไอ ","ป๊อปปูล่า ","บ้านใหม่ ",,"นนทบุรี","11120","02 049 1740",NULL,NULL,NULL
"168","1","ห้องปฏิบัติการวิจัยเทคโนโลยีประมวลผลภาษาธรรมชาติและความหมาย (LST) ศูนย์เทคโนโลยีอิเล็กทรอนิกส์และคอมพิวเตอร์แห่งชาติ (NECTEC)",NULL,NULL,"112","พหลโยธิน","คลองหนึ่ง ","คลองหลวง","ปทุมธานี","12120","025646900 ",NULL,NULL,NULL
"169","1","บริษัท Getnature (Thailand) Co.,Ltd.",NULL,NULL,"155/25 หมู่บ้านนฤรัตน์ หมู่ที่ 1 ",,"ศาลายา ","พุทธมณฑล ","นครปฐม",,"0981969466 ",NULL,NULL,NULL
"170","1","บริษัท โซแอ็ท โซลูชั่น จำกัด",NULL,NULL,"165/57","รามอินทรา","อนุเสาวรีย์","บางเขน","กรุงเทพมหานคร","10220","020590511",NULL,NULL,NULL
"171","1","บริษัท บู๊ตึ๊งกรุ๊ป จำกัด",NULL,NULL,"19/1-2 อาคารวังเด็ก 3 ชั้น 7 ห้อง 7B ",,,"จตุจักร","กรุงเทพมหานคร","10900","0970096569",NULL,NULL,NULL
"172","1","บริษัท โทรคมนาคมแห่งชาติ จำกัด",NULL,NULL,"67 อาคารชุมสายโทรทรัพย์ ","ประชาราษฏร์ ","ตลาดขวัญ","เมือง","นนทบุรี","11000","025251235 ",NULL,NULL,NULL
"173","1","กรมเชื้อเพลิงธรรมชาติ กระทรวงพลังงาน",NULL,NULL,"ชั้นที่ 21-22 ศูนย์เอนเนอร์ยี่ คอมเพล็กซ์ อาคารบี เลขที่ 555/2 ","วิภาวดีรังสิต","จตุจักร","จตุจักร","กรุงเทพมหานคร","10900","02 794 3000",NULL,NULL,NULL
"174","1","ห้างหุ้นส่วนจำกัด บ้านตะไคร้ ",NULL,NULL,"76 ซอย 2",,,"เมือง","นนทบุรี","11000",,NULL,NULL,NULL
"175","1","สำนักงานเขตดุสิต",NULL,NULL,"317","สุโขทัย","ดุสิต","ดุสิต","กรุงเทพมหานคร","10300","02 243 5311",NULL,NULL,NULL
"176","1","บริษัท คอนสตรัคชั่น ไลนส์ จำกัด ",NULL,NULL,"55 ซอย รามอินทรา 23",,"อนุเสาวรีย์","บางเขน","กรุงเทพมหานคร","10220","02 521 8144",NULL,NULL,NULL
"177","1","บริษัท ไมด้า เคมิคอล จำกัด",NULL,NULL,"115/10 หมู่ 3 ซอยขจรวิทย์","เทพารักษ์","บางพลีใหญ่ ","บางพลี","สมุทรปราการ ","10540","021788882",NULL,NULL,NULL
"178","1","บริษัท สามารถคอร์ปอเรชั่น จำกัน (มหาชน)",NULL,NULL,"99/1 หมู่ 4 อาคารซอฟต์แวร์ปารค์ ซอยแจ้งวัฒนะ-ปากเกร็ด ",,,"ปากเกร็ด","นนทบุรี","11120",,NULL,NULL,NULL
"179","1","บริษัท วิลล่าคุณาลัย จำกัด มหาชน",NULL,NULL,"819 หมู่ 7 ","บ้านกล้วย-ไทรน้อย ","พิมลราช","บางบัวทอง","นนทบุรี","11110","02 150-6744",NULL,NULL,NULL
"180","1","บริษัท เควิน จำกัด",NULL,NULL,"สำนักงานใหญ่ 199/133 ซอยสุขุมวิท 63 (เอกมัย) ",,"คลองตันเหนือ","วัฒนา","กรุงเทพมหานคร","10110","0874616161",NULL,NULL,NULL
"181","1","สำนักงานเทศบาลตำบลด่านสำโรง",NULL,NULL,"545 ซอยด่านสำโรง 47 ",,"สำโรงเหนือ ","เมือง","สมุทรปราการ ","10270","027592770 ",NULL,NULL,NULL
"182","1","สาขาวิชาวิทยาการคอมพิวเตอร์ คณะวิทยาศาสตร์และเทคโนโลยี มทร.พระนคร ",NULL,NULL,"1381","ประชาราษฎร์1","วงศ์สว่าง","บางซื่อ","กรุงเทพมหานคร","10800",,NULL,NULL,NULL
"183","1","บริษัท FESSOPY CO.,LTD.",NULL,NULL,"อาคาร เอไอเอ แคปปิตอล เซ็นเตอร์ ชั้นที่ 15 เลขที่ 1508",,"ดินแดง","ดินแดง","กรุงเทพมหานคร","10400","0982561488",NULL,NULL,NULL
"184","1","ศูนย์รักษาความปลอดภัย กองบัญชาการกองทัพไทย",NULL,NULL,"17 รามอินทรา กธก.(ศรภ.)","รามอินทรา","อนุสาวรีย์","บางเขน","กรุงเทพมหานคร",,"025210130-39",NULL,NULL,NULL
"185","1","บริษัท โปร พาวเวอร์ เทค จำกัด",NULL,NULL,"734 ซอย ลาดพร้าว 87",,"คลองจั่น","บางกะปี","กรุงเทพมหานคร","10240","0895338886",NULL,NULL,NULL
"186","1","ที่ว่าการอำเภอแปลงยาว",NULL,NULL,,,"วังเย็น","แปลงยาว","ฉะเชิงเทรา",,"0385890001",NULL,NULL,NULL
"187","1","มณฑลทหารบกที่ 11",NULL,NULL,"225","แจ้งวัฒนะ","ทุ่งสองห้อง","หลักสี่","กรุงเทพมหานคร",,"021572864",NULL,NULL,NULL
"188","1","บริษัท ปณีต อินเทอร์แอคทีฟ จำกัด",NULL,NULL,"64/1 ซอยจรัญสนิทวงศ์ 86/1","จรัญสนิทวงศ์","บางอ้อ","บางพลัด","กรุงเทพมหานคร","10700","0963565469",NULL,NULL,NULL
"189","1","บริษัท เมจิกซอฟท์แวร์ (ประเทศไทย) จำกัด",NULL,NULL,"9/68 รัชดาภิเษก 33","รัชดาภิเษก","จตุจักร","จตุจักร","กรุงเทพมหานคร","10900","029119988",NULL,NULL,NULL
"190","1","บริษัท Metrabyte ONE CO.,LTD.",NULL,NULL,"130 ซ.รัตนาธิเบศร์ 28 แยก 2","รัตนาธิเบศร์","บางกระสอ","เมือง","นนทบุรี","11000","0624983905",NULL,NULL,NULL
"191","1","บริษัท ทิพยประกันภัย จำกัด (มหาชน)",NULL,NULL,"1115","พระราม 3","ช่องนนทรี","ยานนาวา","กรุงเทพมหานคร","10120","022392200",NULL,NULL,NULL
"192","1","บริษัท อี พลัสวัน จำกัด",NULL,NULL,"989/42 หมู่บ้าน ดิ แอลลิแกนซ์","มาเจริญ","หนองแขม","หนองแขม","กรุงเทพมหานคร",,"0867860096",NULL,NULL,NULL
"193","1","บริษัท เค ที เอ็น บิสซิเนส โซลูชั่นส์ จำกัด",NULL,NULL,"111/39 หมู่บ้าน อัญมณี ซอยลาดพร้าว 18 แยก 8","ลาดพร้าว","จอมพล","จตุจักร","กรุงเทพมหานคร","10900","029385739",NULL,NULL,NULL
"194","1","บริษัท J2P Softnic Co.,Ltd.",NULL,NULL,"135/85 หมู่ 6","พุทธมณฑล สาย 4","ศาลายา","พุทธมณฑล","นครปฐม","73173","0994928955",NULL,NULL,NULL
"195","1","บริษัท เปอรุมาล์ เทคโนโลยี แอนด์ เทเลคอมมิวนิเคชั่น(ไทยแลนด์) จำกัด",NULL,NULL,"731 อาคารพีเอ็มทาวเวอร์ ชั้น 18","อโศก-ดินแดง","ดินแดง","ดินแดง","กรุงเทพมหานคร","10400","022453936",NULL,NULL,NULL
"196","1","บริษัท ไทยโพลิเอททีลีน จำกัด",NULL,NULL,"10","ไอ-หนึ่ง","มาบตาพุต","เมือง","ระยอง","21150","0828894490",NULL,NULL,NULL
"197","1","บริษัท ไอคอน เฟรมเวิร์ค จำกัด",NULL,NULL,"602 สำนักงานใหญ่ ทรู ดิจิทัล พาร์ค สุขุมวิท 101 ตึกฟีนิกซ์ ชั้น 6","สุขุมวิท","บางจาก","พระโขนง","กรุงเทพมหานคร","10260","027464903",NULL,NULL,NULL
"198","1","บริษัท เบบี้เฟิร์ส กร๊ป จำกัด",NULL,NULL,"15/62-15/65 หมู่ 1 โครงการประดับดาววิลเลจ","ราชพฤกษ์","ท่าอิฐ","ปากเกร็ด","นนทบุรี","11120","0934424461",NULL,NULL,NULL
"199","1","บริษัท พรหมมหาราชพัฒนาที่ดิน จำกัด",NULL,NULL,"488 โบ๊เบ๊ทาวน์เวอร์","ดำรงรักษ์","คลองมหานาค","ป้อมปราบศัตรูพ่าย","กรุงเทพมหานคร","10100","026281062",NULL,NULL,NULL
"200","1","สำนักเทคโนโลยีสารสนเทศและการสื่อสาร สำนักงานเลขาธิการวุฒิสภา",NULL,NULL,"1111","สามเสน","นครไชยศรี","ดุสิต","กรุงเทพมหานคร","10300","028319270",NULL,NULL,NULL
"201","1","บริษัท พลัสไอทีโซลูชั่น จำกัด",NULL,NULL,"62/22 ซ.เจริญกรุง 42/1","เจริญกรุง",,"บางรัก","กรุงเทพมหานคร","10500","0876712225",NULL,NULL,NULL
"202","1","บริษัท SafeComs Network Security Consulting Co.,Ltd.",NULL,NULL,"191/70-73 CTI Tower ชั้น 14","รัชดาภิเษก","คลองเตย",,"กรุงเทพมหานคร","10110","021054520",NULL,NULL,NULL
"203","1","บริษัท เก็ทเนเจอร์ (ไทยแลนด์) จำกัด",NULL,NULL,"155/25 หมู่บ้านนฤรัตน์",,"ศาลายา","พุทธมณฑล","นครปฐม","73170","0981969466",NULL,NULL,NULL
"204","1","บริษัท อักษรโลจิสติกส์ จำกัด",NULL,NULL,"9/16 หมู่ 9",,"บางม่วง","บางใหญ่","นนทบุรี","11140","024033004 ext 3",NULL,NULL,NULL
"205","1","บริษัท แอพแมน จำกัด",NULL,NULL,"2525 FYI Centre ชั้น 8 ","พระราม 4","คลองเตย","คลองเตย","กรุงเทพมหานคร","10110","020795477",NULL,NULL,NULL
"206","1","บริษัท ไทยรุ่ง",NULL,NULL,"304","นาเจริญ","หนองค้างพลู","หนองแขม","กรุงเทพมหานคร","10160","024200076",NULL,NULL,NULL
"207","1","บริษัท ไมด้า แอสเซ็ท จำกัด (มหาชน)",NULL,NULL,"267","จรัญสนิทวงศ์","บางอ้อ","บางพลัด","กรุงเทพมหานคร","10700","024342390-7",NULL,NULL,NULL
"208","1","บริษัท โรงปั๊มพระช่างโต้ง จำกัด",NULL,NULL,,,"ราษฏร์นิยม","ไทยน้อย","นนทบุรี","11150","0971854224",NULL,NULL,NULL
"209","1","บริษัท คอมมี คอร์ปอเรชัน จำกัด",NULL,NULL,"65/114 อาคารชำนาญเพ็ญชาติ ชั้น 12เอ","พระราม 9","ห้วยขวาง","ห้วยขวาง","กรุงเทพมหานคร","10310","0623249035",NULL,NULL,NULL
"210","1","บริษัท Stelligence Company Limited",NULL,NULL,"อาคารพร้อมพันธ์ 2-3","ลาดพร้าว","จอมพล","จตุจักร","กรุงเทพมหานคร","10900","020246661",NULL,NULL,NULL
"211","1","บริษัท เมดิกา เฮลท์แคร์ จำกัด",NULL,NULL,"1/81 พาทาโกเนีย",,,"มีนบุรี","กรุงเทพมหานคร","10510","0813447163",NULL,NULL,NULL
"212","1","บริษัท ฟอร์ท สมาร์ท เซอร์วิส จำกัด (มหาชน) ",NULL,NULL,"256","พหลโยธิน","สามเสนใน","พญาไท","กรุงเทพมหานคร","10400","0232781777",NULL,NULL,NULL
"213","1","บริษัท ล็อบสเตอร์เทค จำกัด",NULL,NULL,"Townhome The Metro Sathorn ทาวน์โฮม เดอะเมทโทร","สาทร ซอย 9","บางหว้า","ภาษีเจริญ","กรุงเทพมหานคร","10160","020601155",NULL,NULL,NULL
"214","1","บริษัท เทคโนโลยี อินฟราสตรัคเจอร์ จำกัด",NULL,NULL,"158","บรมราชชนนี","ตลิ่งชัน","ตลิ่งชัน","กรุงเทพมหานคร","10170","024349799",NULL,NULL,NULL
"215","1","การไฟฟ้าส่วนภูมิภาค",NULL,NULL,"200","งามวงศ์วาน","ลาดยาว","จตุจักร","กรุงเทพมหานคร","10900",,NULL,NULL,NULL
"216","1","บริษัท Synchronize Technology co.,ltd.",NULL,NULL,"70","ซอย สามัคคี 28","ท่าทราย","เมือง","นนทบุรี","11000","029522133",NULL,NULL,NULL
"217","1","บริษัท เค ที เอ็น บิสซิเนส โซลูชั่นส์ จำกัด",NULL,NULL,"110/39 ซอย ลาดพร้าว 18  แยก 8 Chompon","ลาดพร้าว","จอมพล","จตุจักร","กรุงเทพมหานคร","10900","0816574151",NULL,NULL,NULL
"218","1","บริษัท Techspace Co., Ltd.",NULL,NULL,"1112/111","สุขุมวิท","พระโขนง","คลองเตย","กรุงเทพมหานคร","10110","023819073",NULL,NULL,NULL
"219","1","ห้างหุ้นส่วนจำกัด เจซี คอมพิวเตอร์ แอนด์ คอนซัลแทนท์ (สำนักงานใหญ่)",NULL,NULL,"12/48 หมู่ 6","บางกอกน้อย",,"เมือง","นนทบุรี","11000","029651185",NULL,NULL,NULL
"220","1","บริษัท อินโฟเน็ท อินเตอร์เนชั่นแนล จำกัด",NULL,NULL,"1550 ชั้น 25 อาคารธนภูมิ","เพชรบุรีตัดใหม่","มักกะสัน","ราชเทวี","กรุงเทพมหานคร","10400","028055399",NULL,NULL,NULL
"221","1","การกีฬาแห่งประเทศไทย",NULL,NULL,"286","รามคำแหง","หัวหมาก","บางกะปิ","กรุงเทพมหานคร","10240","021867111 ต่อ 8",NULL,NULL,NULL
"222","1","สำนักงานนโยบายและแผนพลังงาน (สนพ.) กระทรวงพลังงาน",NULL,NULL,"121/1-2","เพชรบุรี","ทุ่งพญาไท","ราชเทวี","กรุงเทพมหานคร","10400","026121555 ต่อ 4",NULL,NULL,NULL
"223","1","บริษัท ฟู้ดแพชชั่น จำกัด",NULL,NULL,"33","ประชาชื่น","ทุ่งสองห้อง","หลักสี่","กรุงเทพมหานคร","10210","025751010",NULL,NULL,NULL
"224","1","บริษัท เบสท์ แอเรีย อินโนเวชั่น จำกัด",NULL,NULL,"369/1 ห้อง 101 120 103 อาคารดีวิน","สนามบินน้ำ","ท่าทราย","เมือง","นนทบุรี","11000","02786800",NULL,NULL,NULL
"225","1","มหาวิทยาลัยนวมินทราธิราช",NULL,NULL,"3","ขาว","วชิรพยาบาล","ดุสิต","กรุงเทพมหานคร","10300","026689881",NULL,NULL,NULL
"226","1","บริษัท แฮนด์ดี้วิง จำกัด",NULL,NULL,"85/5 หมู่ 8 หมู่บ้านโกลเด้นทาวน์","ปิ่นเกล้า-จรัยสนิทวงศ์","บางกรวย","เมือง","นนทบุรี","11130","0955265868",NULL,NULL,NULL
"227","1","บริษัท ดีสแร็พเตอร์ จำกัด ",NULL,NULL,"8 ซ.วิภาวดีรังสิต 36","วิภาวดีรังสิต",,"จตุจักร","กรุงเทพมหานคร","10900","021054333",NULL,NULL,NULL
"228","1","บริษัท ซีพี รีเทลลิงค์ จำกัด",NULL,NULL,"159/30 ซอยวิภาวดีรังสิต 62 (ศรีรับสุข)","วิภาวดีรังสิต","ตลาดบางเขน","หลักสี่","กรุงเทพมหานคร","10210","02786800",NULL,NULL,NULL
"229","1","สำนักปลัดกระทรวงพลังงาน ",NULL,NULL,,"มิตรไมตรี","ดินแดง","ดินแดง","กรุงเทพมหานคร","10400","022321386",NULL,NULL,NULL
"230","1","ศูนย์สารสนเทศและนวัตกรรมข้อมูลศิริราช คณะแพทย์ศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล",NULL,NULL,,,,,,,"024143168",NULL,NULL,NULL
"231","1","บริษัท IT MACC ELECTRONICS (THAILAND) CO.,LTD.",NULL,NULL,"86 อาคารวินวินทาวเวอร์","จันทรเกษม",,"จตุจักร","กรุงเทพมหานคร","10900","0944765230",NULL,NULL,NULL
"232","1","โลตัส โกเฟรช รัชดาภิเษก 13",NULL,NULL,"182/1 ซอย เทอดไท 33",,"คะนอง","ธนบุรี","กรุงเทพมหานคร",,"028788205",NULL,NULL,NULL
"233","1","บริษัท นิลิคอน (ประเทศไทย) จำกัด",NULL,NULL,"202 Leconcord Tower (1207) 12 Fl.","รัชดาภิเษก",,,"กรุงเทพมหานคร","10310","09098534184",NULL,NULL,NULL
"234","1","บริษัท โค้ดมันเดย์ จำกัด",NULL,NULL,"491/16","สีลม","สีลม","บางรัก","กรุงเทพมหานคร","10500","0618476466",NULL,NULL,NULL
"235","1","True Internet Data Center Co.,Ltd.",NULL,NULL,,"ป๊อบปูล่า","บ้านใหม่","ปากเกร็ด","นนทบุรี","11120","0830443237",NULL,NULL,NULL
"236","1","159 Interconstruction Limited Partnership",NULL,NULL,"225 หมู่ที่ 5",,"ริมกก","เมือง","เชียงราย","57100","0569282969",NULL,NULL,NULL
"237","1","T.G. Cellular World Co.,Ltd.",NULL,NULL,"141/35 สกุลไทยทาวเวอร์","สุรวงศ์","สุริยวงศ์","บางรัก","กรุงเทพมหานคร","10500","022375557-9",NULL,NULL,NULL
"238","1","บริษัท ไปรษณีย์ไทย จำกัด ฝ่ายพัฒนาสินค้าและบริการดิจิทัล",NULL,NULL,"111","แจ้งวัฒนะ","ทุ่งสองห้อง","หลักสี่","กรุงเทพมหานคร","10210","028313395",NULL,NULL,NULL
"239","1","บริษัท เอวิชั่น จำกัด",NULL,NULL,"979/52 อาคารเอสเอ็มทาวเวอร์","พหลโยธิน","สามเสนใน","พญาไท","กรุงเทพมหานคร","10400","0948164379",NULL,NULL,NULL
"240","1","บริษัท เอ็นคอนเซ็ปท์ เอ็ดดูเคชั่น จำกัด",NULL,NULL,"328 ชั้น 11 อาคารสภาคริสตจักรในประเทศไทย","เพชรบุรี","พญาไท","ราชเทวี","กรุงเทพมหานคร","10400","0968686325",NULL,NULL,NULL
"241","1","บริษัท ชาญนครวิศวกรรม จำกัด",NULL,NULL,"35 หมู่ 12",,"ึคูบางหลวง","ลาดหลุมแก้ว","ปทุมธานี","12140","021050999",NULL,NULL,NULL
"242","1","บริษัท เคบีเจ แคปปิตอล จำกัด",NULL,NULL,"89 อาคารเอไอเอ แคปปิตอล เซ็นเตอร์ ชั้น 3","รัชดาภิเษก","ดินแดง","ดินแดง","กรุงเทพมหานคร","10400","021613333",NULL,NULL,NULL
"243","1","บริษัท ออนไลน์แอสเซ็ท จำกัด",NULL,NULL,"466 ซอย รัชดาภิเษก 28",,"สามเสนนอก","ห้วยขวาง","กรุงเทพมหานคร","10310","020226200",NULL,NULL,NULL
"244","1","การไฟฟ้าส่วนภูมิภาค อำเภอพุทธมณฑล",NULL,NULL,"160 หมู่ที่ 1",,"ศาลายา","พุทธมณฑล","นครปฐม","73170","024821481",NULL,NULL,NULL
"245","1","Horizon Solution co.,Ltd.",NULL,NULL,"99/24 ซอย แก้วอินทร์","บางใหญ่-กาญจนาภิเษก","เสาธงหิน","บางใหญ่","นนทบุรี","11140","0925539828",NULL,NULL,NULL
"246","1","บริษัท เอ็มเอฟ อี ซี จำกัด (มหาชน)",NULL,NULL,"349 SJ Infinite One Business Complex","วิภาวดีรังสิต",,"จตุจักร","กรุงเทพมหานคร","10900","028247999",NULL,NULL,NULL
